7.717444034211737858e-01,-5.480857562296221897e-01,1.000000000000000000e+00
1.894160487551178329e-01,-2.619816631639886872e-01,1.000000000000000000e+00
9.183590579284282018e-01,4.432765064430851387e-01,0.000000000000000000e+00
1.021213241645997138e+00,-4.885232012515615674e-01,1.000000000000000000e+00
1.178441521651901969e+00,-3.691925533858508857e-01,1.000000000000000000e+00
-1.062691089955314139e+00,1.162022716196330907e-01,0.000000000000000000e+00
1.234508070659591450e+00,-4.615893497759434583e-01,1.000000000000000000e+00
7.118387202105482814e-01,-3.930121441206679278e-01,1.000000000000000000e+00
5.424892516984562985e-01,8.244636857093290416e-01,0.000000000000000000e+00
-7.524714225389749211e-01,8.289076441927645256e-01,0.000000000000000000e+00
1.901708447704125948e+00,2.424211949294904911e-01,1.000000000000000000e+00
9.048496051055520129e-01,3.127694784004079742e-01,0.000000000000000000e+00
2.107369857285859016e-01,-2.945260553240470758e-01,1.000000000000000000e+00
1.411097498540922812e+00,-6.020780131329297458e-01,1.000000000000000000e+00
9.568556369252679827e-01,2.871971781829597559e-01,0.000000000000000000e+00
-9.989627199126561996e-02,1.005160938847040608e+00,0.000000000000000000e+00
1.744859671379227928e+00,8.024535983850916709e-02,1.000000000000000000e+00
-4.503091760696410484e-01,9.737763208006640081e-01,0.000000000000000000e+00
1.090809740846318654e+00,-6.123115883756987676e-01,1.000000000000000000e+00
9.557880401247739743e-02,1.919302332325324989e-01,1.000000000000000000e+00
4.122373627243421379e-01,-1.645448555166114102e-01,1.000000000000000000e+00
-3.490685963118899116e-01,9.584750000793144098e-01,0.000000000000000000e+00
-9.011812011426275637e-01,4.791022763063293444e-01,0.000000000000000000e+00
-8.024324436313471365e-01,4.748296271534942492e-01,0.000000000000000000e+00
1.011326272624479605e+00,-6.603066862228973433e-01,1.000000000000000000e+00
-7.699808258701436037e-01,5.671881259147566468e-01,0.000000000000000000e+00
4.283312480452634019e-01,-3.100690180182728017e-01,1.000000000000000000e+00
2.053687446025616925e+00,2.610424402217360051e-01,1.000000000000000000e+00
1.277598967617197268e+00,-5.266482681406804423e-01,1.000000000000000000e+00
1.902001027971303548e+00,3.747569187876222951e-01,1.000000000000000000e+00
-3.623653815558994795e-01,9.706112414455767556e-01,0.000000000000000000e+00
4.041914149490221653e-01,9.797576114468080632e-01,0.000000000000000000e+00
8.902133809604225734e-01,1.332792233486022049e-01,0.000000000000000000e+00
-8.886478705539414547e-01,5.871754797234812751e-01,0.000000000000000000e+00
7.302152071311762693e-01,-4.869574115483952803e-01,1.000000000000000000e+00
1.565065379653755862e-02,5.232181036200276303e-01,1.000000000000000000e+00
8.680304802254384944e-02,-4.494177217320327600e-02,1.000000000000000000e+00
7.670231148561071355e-02,-1.739985496091265016e-01,1.000000000000000000e+00
1.945713852398328170e+00,5.416050046261424722e-01,1.000000000000000000e+00
8.788299421726422089e-01,1.833472146076702558e-01,0.000000000000000000e+00
1.117826954965577935e+00,-7.064984178442268448e-01,1.000000000000000000e+00
-2.583592004571085843e-01,1.021319654529030174e+00,0.000000000000000000e+00
-2.003644271610496574e-01,9.508962473271000970e-01,0.000000000000000000e+00
7.405755653873701272e-01,6.272518380420724071e-01,0.000000000000000000e+00
3.687606520803700105e-01,7.490622217095684876e-01,0.000000000000000000e+00
-8.626212302327305181e-01,3.172482619869754217e-01,0.000000000000000000e+00
1.158766537928274554e+00,-6.173898596380682502e-01,1.000000000000000000e+00
2.716898621002388214e-01,9.180149410382500985e-01,0.000000000000000000e+00
1.003323432917765379e+00,1.151235045601446683e-01,0.000000000000000000e+00
6.518100837338142162e-01,8.821936495677910051e-01,0.000000000000000000e+00
-4.093823836279954220e-02,8.611635198033680272e-01,0.000000000000000000e+00
6.016031964177969149e-01,-4.097094889470962453e-01,1.000000000000000000e+00
-3.587059280547533202e-03,-1.684030410398068556e-02,1.000000000000000000e+00
-6.760310453728931579e-01,7.821767481502780450e-01,0.000000000000000000e+00
1.273955045126455854e-01,9.659490935451284788e-01,0.000000000000000000e+00
1.617781293623379524e+00,-3.159799964312090537e-01,1.000000000000000000e+00
4.006927927734998951e-02,1.392641784570939900e-01,1.000000000000000000e+00
8.933699796449329211e-01,2.438903235569375716e-01,0.000000000000000000e+00
2.145994086282355884e+00,2.279877697708904138e-01,1.000000000000000000e+00
-6.324101977952460707e-02,3.976932903675763353e-01,1.000000000000000000e+00
-9.010286777223674992e-01,2.994111685944656487e-01,0.000000000000000000e+00
-1.199514100341277922e+00,2.906873980280547665e-01,0.000000000000000000e+00
2.290488981254475698e-01,1.072764698029396779e+00,0.000000000000000000e+00
1.922803660092576861e+00,5.274677862632731751e-01,1.000000000000000000e+00
1.985383230929925968e+00,2.699692498023024134e-01,1.000000000000000000e+00
8.849326014337250967e-01,-3.788299019526731315e-01,1.000000000000000000e+00
1.616858650703165479e+00,-2.063743854180088433e-01,1.000000000000000000e+00
-7.586458419679296128e-01,6.700969468434668785e-01,0.000000000000000000e+00
1.142790072988452588e+00,3.033016718090798536e-01,0.000000000000000000e+00
5.517972211721269282e-01,9.385113413959446094e-01,0.000000000000000000e+00
1.776385190046964047e-02,4.321254488140228722e-01,1.000000000000000000e+00
1.033783936120291402e+00,-4.602727366053288027e-01,1.000000000000000000e+00
1.722812659907388300e+00,1.446634687622164739e-01,1.000000000000000000e+00
8.304718685764751473e-01,4.710095119464500213e-01,0.000000000000000000e+00
-9.278098771516420928e-01,5.915542569781553212e-02,0.000000000000000000e+00
1.531515845256749220e+00,-3.815670214927402437e-01,1.000000000000000000e+00
7.802015065960880014e-01,6.874123804586109721e-01,0.000000000000000000e+00
-4.701763464750312038e-01,9.973406256369701239e-01,0.000000000000000000e+00
2.382702807637970266e-01,-3.338159676510840668e-01,1.000000000000000000e+00
-9.952368429588256404e-01,3.003502925769500065e-01,0.000000000000000000e+00
-7.981049891610297875e-01,5.793754970229657575e-01,0.000000000000000000e+00
1.598297307939262543e-02,2.799830695875893949e-01,1.000000000000000000e+00
1.667883471260011019e+00,-2.540778572722660611e-01,1.000000000000000000e+00
8.078682613174310578e-01,-5.646852463191095461e-01,1.000000000000000000e+00
1.165077336064360924e+00,-4.909917668616552433e-01,1.000000000000000000e+00
-4.738820109994035246e-02,1.225172265072694389e+00,0.000000000000000000e+00
6.690141546109111825e-01,-3.711435068654411751e-01,1.000000000000000000e+00
1.085260895372042622e+00,-6.188389264413167723e-01,1.000000000000000000e+00
1.676986509599320385e+00,-4.186420430733088782e-01,1.000000000000000000e+00
