7.305730581283569336e-01 2.860641002655029297e+00
-1.301294565200805664e-02 5.379468798637390137e-01
5.902909040451049805e-01 2.381566286087036133e+00
6.278979778289794922e-02 9.250196218490600586e-01
7.000093460083007812e-01 2.476268053054809570e+00
-7.756432890892028809e-02 3.257630169391632080e-01
-2.596292793750762939e-01 -1.458469331264495850e-01
8.810439109802246094e-01 3.344442367553710938e+00
7.440847158432006836e-01 2.903351306915283203e+00
6.178849935531616211e-01 2.202040195465087891e+00
-4.144024848937988281e-02 1.317994147539138794e-01
-3.902287185192108154e-01 -7.232085466384887695e-01
5.092319250106811523e-01 1.750332713127136230e+00
4.111994504928588867e-01 1.900857925415039062e+00
-1.969019770622253418e-01 1.445427238941192627e-01
-2.702481448650360107e-01 -3.232201337814331055e-01
-1.982960999011993408e-01 1.356673538684844971e-01
4.554793834686279297e-01 1.920436859130859375e+00
3.197342157363891602e-01 1.422587156295776367e+00
5.262943506240844727e-01 2.046284437179565430e+00
5.524919033050537109e-01 2.128167152404785156e+00
-4.681749641895294189e-01 -1.083933711051940918e+00
7.526826858520507812e-01 3.051828384399414062e+00
3.279881477355957031e-01 1.663858413696289062e+00
-1.780019700527191162e-01 -2.299785166978836060e-01
3.508948087692260742e-01 1.720967411994934082e+00
2.908302545547485352e-01 1.322780489921569824e+00
1.005885601043701172e-01 6.961410641670227051e-01
7.261989116668701172e-01 2.993000507354736328e+00
-2.196754515171051025e-01 2.993270754814147949e-03
-2.779636085033416748e-01 -6.617188453674316406e-01
1.060228347778320312e-01 1.001079678535461426e+00
4.690351486206054688e-01 1.888846158981323242e+00
6.888074874877929688e-01 2.735030174255371094e+00
2.055072784423828125e-02 6.347982883453369141e-01
-1.454016864299774170e-01 6.183724850416183472e-02
5.055162906646728516e-01 1.921249270439147949e+00
-9.274393320083618164e-02 1.933991312980651855e-01
-4.703506827354431152e-02 -6.616601347923278809e-02
5.782661437988281250e-01 2.412936210632324219e+00
8.960378170013427734e-02 7.603734135627746582e-01
6.682533025741577148e-01 2.647637844085693359e+00
3.430877923965454102e-01 1.768862843513488770e+00
-7.463946938514709473e-02 3.791118264198303223e-01
3.744351863861083984e-02 1.213295221328735352e+00
-2.372397184371948242e-01 -1.907292157411575317e-01
-7.629528641700744629e-02 1.464763879776000977e-01
5.249700546264648438e-01 2.494568824768066406e+00
-2.186816036701202393e-01 2.294146716594696045e-01
9.394011497497558594e-01 3.209654808044433594e+00
4.789781570434570312e-02 8.078154325485229492e-01
-4.600698649883270264e-01 -1.120077252388000488e+00
-5.359941720962524414e-02 6.884887814521789551e-01
-5.890518426895141602e-03 2.953602969646453857e-01
5.881476402282714844e-02 7.927840948104858398e-01
-1.675104200839996338e-01 2.195252105593681335e-02
9.852565526962280273e-01 3.701229810714721680e+00
-1.638972163200378418e-01 8.048152551054954529e-03
6.082191467285156250e-01 2.006280899047851562e+00
2.247866988182067871e-01 1.035400629043579102e+00
7.121946811676025391e-01 2.650604486465454102e+00
-4.258304834365844727e-02 5.735083818435668945e-01
7.602978944778442383e-01 2.643940448760986328e+00
5.396401882171630859e-02 6.394050121307373047e-01
8.018867969512939453e-01 3.173533439636230469e+00
1.670271158218383789e-02 7.633764743804931641e-01
-2.412371933460235596e-01 -5.784070491790771484e-02
8.026325702667236328e-02 7.997992634773254395e-01
-9.841099381446838379e-02 -1.668817400932312012e-01
5.726420879364013672e-02 8.973615765571594238e-01
-2.322921156883239746e-02 6.612648963928222656e-01
-1.454475522041320801e-01 -1.743078976869583130e-01
8.686656951904296875e-01 3.394050836563110352e+00
2.849712371826171875e-01 1.536216855049133301e+00
9.380428791046142578e-01 3.417423009872436523e+00
-1.036311089992523193e-01 -1.611904799938201904e-02
6.859338283538818359e-01 2.521515607833862305e+00
1.586239337921142578e-01 6.358026266098022461e-01
8.521754741668701172e-01 3.418668031692504883e+00
-7.727929949760437012e-02 1.386947333812713623e-01
-2.564105391502380371e-01 -1.352665573358535767e-01
9.205830097198486328e-01 3.412854194641113281e+00
1.397206783294677734e-01 1.050629138946533203e+00
4.037185907363891602e-01 1.858116149902343750e+00
9.272723197937011719e-01 3.301697731018066406e+00
5.146455764770507812e-02 6.994416713714599609e-01
3.816687464714050293e-01 2.201371669769287109e+00
7.406387329101562500e-01 2.851494550704956055e+00
5.910608768463134766e-01 2.413845300674438477e+00
3.147566318511962891e-01 1.401944756507873535e+00
-1.663110256195068359e-01 2.839377224445343018e-01
1.489932537078857422e-01 9.560802578926086426e-01
9.965300559997558594e-01 3.543647527694702148e+00
7.881150245666503906e-01 2.924754858016967773e+00
2.430591583251953125e-01 1.388807773590087891e+00
1.495300531387329102e-01 9.572398066520690918e-01
6.418933868408203125e-01 2.382611274719238281e+00
3.500154018402099609e-01 1.301466941833496094e+00
7.561081647872924805e-02 8.417996168136596680e-01
4.877780079841613770e-01 1.637703061103820801e+00
