-1.140385508537292480e+00 -8.717648386955261230e-01 -1.000000000000000000e+00
-1.308984994888305664e+00 -9.955080747604370117e-01 -1.000000000000000000e+00
-9.227105379104614258e-01 -1.114568352699279785e+00 -1.000000000000000000e+00
-1.174313545227050781e+00 -1.268157124519348145e+00 -1.000000000000000000e+00
-1.220271825790405273e+00 -1.167833566665649414e+00 -1.000000000000000000e+00
-9.671683907508850098e-01 -8.706663846969604492e-01 -1.000000000000000000e+00
-8.432447910308837891e-01 -9.571844935417175293e-01 -1.000000000000000000e+00
-1.220004439353942871e+00 -9.135695695877075195e-01 -1.000000000000000000e+00
-6.936183571815490723e-01 -1.044385910034179688e+00 -1.000000000000000000e+00
-1.399858355522155762e+00 -1.108876109123229980e+00 -1.000000000000000000e+00
-1.016303777694702148e+00 -1.136139154434204102e+00 -1.000000000000000000e+00
-8.653663992881774902e-01 -1.590601563453674316e+00 -1.000000000000000000e+00
-1.077933788299560547e+00 -1.388848662376403809e+00 -1.000000000000000000e+00
-7.598508596420288086e-01 -1.218228459358215332e+00 -1.000000000000000000e+00
-7.068308591842651367e-01 -7.793846726417541504e-01 -1.000000000000000000e+00
-1.123675346374511719e+00 -1.063885211944580078e+00 -1.000000000000000000e+00
-8.542154431343078613e-01 -1.240448236465454102e+00 -1.000000000000000000e+00
-9.812746047973632812e-01 -9.907554984092712402e-01 -1.000000000000000000e+00
-1.048591852188110352e+00 -9.708492159843444824e-01 -1.000000000000000000e+00
-1.110761642456054688e+00 -9.927404522895812988e-01 -1.000000000000000000e+00
-1.410934925079345703e+00 -1.070250630378723145e+00 -1.000000000000000000e+00
-9.983515739440917969e-01 -1.050897479057312012e+00 -1.000000000000000000e+00
-1.051672577857971191e+00 -1.211898207664489746e+00 -1.000000000000000000e+00
-1.005673527717590332e+00 -5.921487808227539062e-01 -1.000000000000000000e+00
-1.086797356605529785e+00 -1.070526838302612305e+00 -1.000000000000000000e+00
-6.346052885055541992e-01 -8.586308956146240234e-01 -1.000000000000000000e+00
-1.130384206771850586e+00 -1.095893859863281250e+00 -1.000000000000000000e+00
-8.576933145523071289e-01 -9.426237940788269043e-01 -1.000000000000000000e+00
-1.013930678367614746e+00 -7.248398065567016602e-01 -1.000000000000000000e+00
-9.300018548965454102e-01 -1.237381935119628906e+00 -1.000000000000000000e+00
-1.103213548660278320e+00 -9.109418392181396484e-01 -1.000000000000000000e+00
-1.117516398429870605e+00 -1.320849180221557617e+00 -1.000000000000000000e+00
-7.346137762069702148e-01 -8.967209458351135254e-01 -1.000000000000000000e+00
-1.111133933067321777e+00 -1.103140592575073242e+00 -1.000000000000000000e+00
-1.056693315505981445e+00 -1.022145509719848633e+00 -1.000000000000000000e+00
-9.280006289482116699e-01 -1.203449487686157227e+00 -1.000000000000000000e+00
-1.251646757125854492e+00 -9.830380082130432129e-01 -1.000000000000000000e+00
-1.041660785675048828e+00 -1.170733332633972168e+00 -1.000000000000000000e+00
-1.200097560882568359e+00 -1.032033085823059082e+00 -1.000000000000000000e+00
-1.140855193138122559e+00 -6.388449668884277344e-01 -1.000000000000000000e+00
-9.135797619819641113e-01 -1.160420179367065430e+00 -1.000000000000000000e+00
-9.595456719398498535e-01 -1.045857787132263184e+00 -1.000000000000000000e+00
-9.816139936447143555e-01 -1.021227359771728516e+00 -1.000000000000000000e+00
-1.279358506202697754e+00 -1.173677206039428711e+00 -1.000000000000000000e+00
-8.934878110885620117e-01 -1.224149703979492188e+00 -1.000000000000000000e+00
-1.119577646255493164e+00 -1.277976393699645996e+00 -1.000000000000000000e+00
-8.213317990303039551e-01 -1.048903465270996094e+00 -1.000000000000000000e+00
-6.253162622451782227e-01 -9.994984269142150879e-01 -1.000000000000000000e+00
-1.120857119560241699e+00 -8.890824913978576660e-01 -1.000000000000000000e+00
-1.039764881134033203e+00 -1.043592929840087891e+00 -1.000000000000000000e+00
-5.616326332092285156e-01 -1.122875332832336426e+00 -1.000000000000000000e+00
-1.070917487144470215e+00 -1.149283885955810547e+00 -1.000000000000000000e+00
-9.546139836311340332e-01 -8.315450549125671387e-01 -1.000000000000000000e+00
-9.337838888168334961e-01 -7.835063934326171875e-01 -1.000000000000000000e+00
-9.725750684738159180e-01 -9.608180522918701172e-01 -1.000000000000000000e+00
-7.867222428321838379e-01 -1.182704448699951172e+00 -1.000000000000000000e+00
-1.047179937362670898e+00 -1.048616051673889160e+00 -1.000000000000000000e+00
-1.058966279029846191e+00 -8.755214214324951172e-01 -1.000000000000000000e+00
-1.031589269638061523e+00 -9.855281710624694824e-01 -1.000000000000000000e+00
-1.141932249069213867e+00 -1.069194674491882324e+00 -1.000000000000000000e+00
-7.817305326461791992e-01 -1.021340966224670410e+00 -1.000000000000000000e+00
-1.359289050102233887e+00 -8.757315278053283691e-01 -1.000000000000000000e+00
-7.852355837821960449e-01 -1.096612095832824707e+00 -1.000000000000000000e+00
-1.353973150253295898e+00 -9.409142136573791504e-01 -1.000000000000000000e+00
-1.128839731216430664e+00 -8.719508051872253418e-01 -1.000000000000000000e+00
-9.022614955902099609e-01 -8.652919530868530273e-01 -1.000000000000000000e+00
-1.013568520545959473e+00 -1.188333392143249512e+00 -1.000000000000000000e+00
-8.965600132942199707e-01 -8.190324306488037109e-01 -1.000000000000000000e+00
-1.132594108581542969e+00 -6.982646584510803223e-01 -1.000000000000000000e+00
-1.264997124671936035e+00 -1.133641958236694336e+00 -1.000000000000000000e+00
-9.429756402969360352e-01 -9.324167966842651367e-01 -1.000000000000000000e+00
-1.166393041610717773e+00 -9.811756610870361328e-01 -1.000000000000000000e+00
-1.489378452301025391e+00 -1.012214183807373047e+00 -1.000000000000000000e+00
-1.014745473861694336e+00 -1.085242152214050293e+00 -1.000000000000000000e+00
-1.110838890075683594e+00 -1.480368733406066895e+00 -1.000000000000000000e+00
-7.715286612510681152e-01 -9.309564828872680664e-01 -1.000000000000000000e+00
-1.269182443618774414e+00 -1.163877844810485840e+00 -1.000000000000000000e+00
-8.866404891014099121e-01 -1.226972937583923340e+00 -1.000000000000000000e+00
-1.015425801277160645e+00 -9.865249395370483398e-01 -1.000000000000000000e+00
-1.292500138282775879e+00 -1.241504311561584473e+00 -1.000000000000000000e+00
-9.454187154769897461e-01 -6.425596475601196289e-01 -1.000000000000000000e+00
-9.007318615913391113e-01 -1.001914024353027344e+00 -1.000000000000000000e+00
-1.276299476623535156e+00 -1.058730721473693848e+00 -1.000000000000000000e+00
-1.225753903388977051e+00 -1.070653080940246582e+00 -1.000000000000000000e+00
-1.133446216583251953e+00 -9.525213837623596191e-01 -1.000000000000000000e+00
-8.891597986221313477e-01 -9.464945197105407715e-01 -1.000000000000000000e+00
-1.293429255485534668e+00 -1.194889903068542480e+00 -1.000000000000000000e+00
-9.494414329528808594e-01 -7.806323766708374023e-01 -1.000000000000000000e+00
-7.183268070220947266e-01 -1.348600387573242188e+00 -1.000000000000000000e+00
-1.016361832618713379e+00 -8.530919551849365234e-01 -1.000000000000000000e+00
-7.552614808082580566e-01 -1.213143944740295410e+00 -1.000000000000000000e+00
-1.313044428825378418e+00 -7.660488486289978027e-01 -1.000000000000000000e+00
-8.333392143249511719e-01 -1.051877498626708984e+00 -1.000000000000000000e+00
-9.271129965782165527e-01 -7.505900859832763672e-01 -1.000000000000000000e+00
-8.560028076171875000e-01 -5.604547262191772461e-01 -1.000000000000000000e+00
-8.733651638031005859e-01 -9.955639839172363281e-01 -1.000000000000000000e+00
-7.027913331985473633e-01 -7.976455092430114746e-01 -1.000000000000000000e+00
-9.780493378639221191e-01 -6.949425935745239258e-01 -1.000000000000000000e+00
-8.592894077301025391e-01 -1.056941270828247070e+00 -1.000000000000000000e+00
-9.859604835510253906e-01 -1.186649084091186523e+00 -1.000000000000000000e+00
-1.259742856025695801e+00 8.628745675086975098e-01 1.000000000000000000e+00
-7.052803039550781250e-01 1.061319708824157715e+00 1.000000000000000000e+00
-7.723384499549865723e-01 1.277515172958374023e+00 1.000000000000000000e+00
-1.051750183105468750e+00 1.029824256896972656e+00 1.000000000000000000e+00
-1.393042445182800293e+00 9.708828926086425781e-01 1.000000000000000000e+00
-1.151901483535766602e+00 1.164810299873352051e+00 1.000000000000000000e+00
-1.062510251998901367e+00 7.481379508972167969e-01 1.000000000000000000e+00
-1.348579287528991699e+00 8.142397403717041016e-01 1.000000000000000000e+00
-8.835892677307128906e-01 8.525853157043457031e-01 1.000000000000000000e+00
-1.013099193572998047e+00 1.090898752212524414e+00 1.000000000000000000e+00
-8.749248981475830078e-01 1.023423194885253906e+00 1.000000000000000000e+00
-7.176705598831176758e-01 8.856672048568725586e-01 1.000000000000000000e+00
-9.907376766204833984e-01 9.610756635665893555e-01 1.000000000000000000e+00
-1.012065410614013672e+00 1.368022561073303223e+00 1.000000000000000000e+00
-1.343914628028869629e+00 7.456941604614257812e-01 1.000000000000000000e+00
-1.114869236946105957e+00 8.615279793739318848e-01 1.000000000000000000e+00
-1.162081360816955566e+00 1.169820070266723633e+00 1.000000000000000000e+00
-7.794100642204284668e-01 8.576869964599609375e-01 1.000000000000000000e+00
-1.104069471359252930e+00 1.144623398780822754e+00 1.000000000000000000e+00
-9.902226328849792480e-01 1.297745347023010254e+00 1.000000000000000000e+00
-1.068400502204895020e+00 8.884038329124450684e-01 1.000000000000000000e+00
-9.759086370468139648e-01 1.182854890823364258e+00 1.000000000000000000e+00
-9.671581983566284180e-01 1.073418855667114258e+00 1.000000000000000000e+00
-7.429653406143188477e-01 6.916155815124511719e-01 1.000000000000000000e+00
-1.249486804008483887e+00 8.309804797172546387e-01 1.000000000000000000e+00
-1.085411071777343750e+00 9.862020611763000488e-01 1.000000000000000000e+00
-9.793826341629028320e-01 7.739601135253906250e-01 1.000000000000000000e+00
